         64870380 function calls (61106257 primitive calls) in 46.589 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:740(next_value)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:880(array_agg)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:1010(percent_rank)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/schema.py:2121(_NotAColumnExpr)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/schema.py:2132(DefaultGenerator)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/schema.py:2545(FetchedValue)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/schema.py:2646(Constraint)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/schema.py:2752(ColumnCollectionMixin)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/schema.py:2853(ColumnCollectionConstraint)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/schema.py:4401(_SchemaTranslateMap)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/ddl.py:865(SchemaDropper)
        4    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/event/base.py:105(_event_descriptors)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/event/base.py:243(_listen)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/event/attr.py:336(_ListenerCollection)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/sqltypes.py:47(_LookupExpressionAdapter)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/sqltypes.py:78(Concatenable)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/sqltypes.py:765(DateTime)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/sqltypes.py:1615(PickleType)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/sqltypes.py:1727(__init__)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/sqltypes.py:1816(_AbstractInterval)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/naming.py:31(ConventionDict)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/engine/strategies.py:32(EngineStrategy)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/engine/strategies.py:219(PlainEngineStrategy)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/engine/base.py:1785(TwoPhaseTransaction)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/engine/interfaces.py:938(ExecutionContext)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/compiler.py:403(_CompileLabel)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/pool/dbapi_proxy.py:64(_DBProxy)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/pool/impl.py:26(QueuePool)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/pool/impl.py:258(SingletonThreadPool)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/queue.py:42(Queue)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/engine/result.py:1320(BufferedRowResultProxy)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/engine/default.py:595(StrCompileDialect)
        3    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'collections.OrderedDict' objects}
       14    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        2    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'get_count' of 'pandas._libs.hashtable.Int64Factorizer' objects}
        2    0.000    0.000    0.000    0.000 {method 'get_count' of 'pandas._libs.hashtable.Factorizer' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/apply.py:408(result_columns)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/posixpath.py:376(abspath)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/numpy/core/multiarray.py:1078(putmask)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/urllib/parse.py:619(unquote)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/numpy/lib/function_base.py:4221(_delete_dispatcher)
        5    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/argparse.py:575(format)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/argparse.py:599(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/argparse.py:1965(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/argparse.py:2420(_check_value)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/dtypes/inference.py:154(is_file_like)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/dtypes/inference.py:359(is_named_tuple)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/util/_validators.py:36(_check_for_default_values)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/util/_validators.py:120(_check_for_invalid_keys)
        4    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/nanops.py:173(_get_fill_value)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexes/base.py:606(_constructor)
        5    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexes/base.py:2454(_validate_sort_keyword)
        5    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexes/base.py:2832(_assert_can_do_setop)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexes/base.py:3347(_can_reindex)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexes/base.py:4419(<genexpr>)
        3    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexes/base.py:5796(_validate_join_method)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/generic.py:1848(<listcomp>)
        5    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexes/range.py:170(_validate_dtype)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexes/range.py:236(start)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexes/range.py:259(stop)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/io/common.py:163(is_gcs_url)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/construction.py:562(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/groupby/groupby.py:493(_selected_obj)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/groupby/grouper.py:555(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/groupby/grouper.py:556(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/groupby/grouper.py:558(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/groupby/grouper.py:590(is_in_axis)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/io/parsers.py:940(_check_file_or_buffer)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/io/parsers.py:1177(_create_index)
        3    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/io/parsers.py:1191(_is_index_col)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/io/parsers.py:1453(_has_complex_date_col)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/io/parsers.py:3394(_clean_na_values)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/io/sql.py:69(_process_parse_dates_argument)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/configparser.py:1184(converters)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/configparser.py:1356(__iter__)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pkg_resources/_vendor/six.py:184(find_module)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/_collections.py:27(AbstractKeyedTuple)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/_collections.py:109(_LW)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/_collections.py:129(ImmutableContainer)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/_collections.py:247(OrderedProperties)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/_collections.py:706(OrderedIdentitySet)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/_collections.py:722(PopulateDict)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/_collections.py:768(UniqueAppender)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/langhelpers.py:211(PluginLoader)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/langhelpers.py:590(portable_instancemethod)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/langhelpers.py:889(group_expirable_memoized_property)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/langhelpers.py:912(MemoizedSlots)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/langhelpers.py:1248(classproperty)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/langhelpers.py:1311(__repr__)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/langhelpers.py:1293(_symbol)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/langhelpers.py:1426(_hash_limit_string)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/langhelpers.py:1530(EnsureKWArgType)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/exc.py:82(ArgumentError)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/exc.py:119(CircularDependencyError)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/exc.py:154(UnsupportedCompilationError)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/exc.py:173(IdentifierError)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/exc.py:191(InvalidatePoolError)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/exc.py:209(TimeoutError)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/exc.py:221(NoInspectionAvailable)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/exc.py:231(NoSuchColumnError)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/exc.py:239(NoReferencedTableError)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/exc.py:283(UnboundExecutionError)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/exc.py:524(InterfaceError)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/exc.py:536(DataError)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/exc.py:542(OperationalError)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/exc.py:554(InternalError)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/exc.py:566(NotSupportedError)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/base.py:25(Immutable)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/base.py:51(_DialectArgView)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/base.py:108(_DialectArgDict)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/base.py:318(Generative)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/base.py:443(SchemaEventTarget)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/base.py:460(SchemaVisitor)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/base.py:620(ImmutableColumnCollection)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/elements.py:1283(TypeClause)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/elements.py:2632(_label_reference)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/elements.py:2658(_textual_label_reference)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/elements.py:3065(AsBoolean)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/elements.py:3209(IndexExpression)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/elements.py:4121(CollationClause)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/elements.py:4147(ReleaseSavepointClause)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/elements.py:4201(__new__)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/elements.py:4151(quoted_name)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/elements.py:4314(__new__)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/elements.py:4326(_defer_none_name)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/elements.py:4341(_anonymous_label)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/operators.py:241(custom_op)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/operators.py:1409(is_boolean)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/type_api.py:668(Comparator)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/type_api.py:701(Emulated)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/type_api.py:748(NativeForEmulated)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/type_api.py:915(Comparator)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/type_api.py:1368(Variant)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/type_api.py:1453(to_instance)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/selectable.py:1385(Lateral)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/selectable.py:1600(HasCTE)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:40(<lambda>)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:471(__init__)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:468(_FunctionGenerator)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:589(Function)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:655(GenericFunction)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:770(ReturnTypeFromArgs)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:796(now)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:800(concat)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:804(char_length)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:815(count)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:860(localtime)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:864(localtimestamp)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:872(sysdate)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:946(percentile_cont)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:980(rank)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:995(dense_rank)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:1025(cume_dist)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/schema.py:2597(DefaultClause)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/schema.py:3522(UniqueConstraint)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/schema.py:4419(__init__)
        4    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/schema.py:4440(_schema_getter)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/ddl.py:24(_DDLCompiles)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/ddl.py:450(CreateSchema)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/ddl.py:510(_DropView)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/ddl.py:521(CreateColumn)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/ddl.py:626(DropTable)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/ddl.py:638(DropSequence)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/ddl.py:687(DropTableComment)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/event/api.py:147(decorate)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/event/base.py:158(_EventMeta)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/event/base.py:256(_JoinedDispatcher)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/event/attr.py:49(_memoized_attr_ref)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/event/attr.py:46(RefCollection)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/event/attr.py:53(_empty_collection)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/event/attr.py:275(_CompoundListener)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/event/registry.py:165(_key)
        8    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/event/registry.py:263(_listen_fn)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/sqltypes.py:108(Comparator)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/sqltypes.py:98(Indexable)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/sqltypes.py:354(Unicode)
